# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct 31 13:32:08 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassjstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_dist:        Distance [pc]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_name,pl_discmethod,pl_bmassj,pl_radj,st_dist,rowupdate,pl_facility
3973,WASP-49 b,Transit,0.37000,1.110,195.64,2018-04-26,SuperWASP
3974,WASP-5 b,Transit,1.58000,1.087,311.88,2014-10-29,SuperWASP
3975,WASP-50 b,Transit,1.46880,1.166,185.82,2019-07-11,SuperWASP
3976,WASP-52 b,Transit,0.46000,1.270,140.00,2014-05-14,SuperWASP
3977,WASP-53 b,Transit,2.13200,1.074,202.51,2017-02-02,Multiple Facilities
3978,WASP-53 c,Radial Velocity,16.35000,,202.51,2017-02-02,Multiple Facilities
3979,WASP-54 b,Transit,0.59000,1.580,253.03,2018-04-26,SuperWASP
3980,WASP-55 b,Transit,0.61000,1.330,299.97,2018-04-26,SuperWASP
3981,WASP-56 b,Transit,0.45000,0.940,323.99,2018-04-26,SuperWASP
3982,WASP-57 b,Transit,0.64400,1.050,402.80,2015-10-15,SuperWASP
3983,WASP-58 b,Transit,0.97000,1.430,292.85,2018-04-26,SuperWASP
3984,WASP-59 b,Transit,0.86300,0.775,125.00,2014-05-14,SuperWASP
3985,WASP-6 b,Transit,0.37000,1.030,198.23,2018-09-06,SuperWASP
3986,WASP-60 b,Transit,0.55000,0.880,436.37,2018-04-26,SuperWASP
3987,WASP-61 b,Transit,2.68000,1.410,495.63,2018-04-26,SuperWASP
3988,WASP-62 b,Transit,0.52000,1.320,176.53,2018-04-26,SuperWASP
3989,WASP-63 b,Transit,0.37000,1.410,293.13,2018-04-26,SuperWASP
3990,WASP-64 b,Transit,1.27100,1.271,350.00,2014-05-14,SuperWASP
3991,WASP-65 b,Transit,1.55000,1.112,310.00,2014-05-14,SuperWASP
3992,WASP-66 b,Transit,2.35000,1.400,507.18,2018-04-26,SuperWASP
3993,WASP-67 b,Transit,0.43000,1.150,190.49,2018-04-26,SuperWASP
3994,WASP-68 b,Transit,1.08000,1.320,227.87,2018-04-26,SuperWASP
3995,WASP-69 b,Transit,0.29000,1.110,50.03,2018-04-26,SuperWASP
3996,WASP-7 b,Transit,0.96000,1.330,163.05,2016-01-14,SuperWASP
3997,WASP-70 A b,Transit,0.59000,1.164,245.00,2014-10-15,SuperWASP
3998,WASP-71 b,Transit,1.39000,1.180,366.45,2018-04-26,SuperWASP
3999,WASP-72 b,Transit,2.30000,1.290,440.17,2018-04-26,SuperWASP
4000,WASP-73 b,Transit,2.86000,1.420,319.57,2018-04-26,SuperWASP
4001,WASP-74 b,Transit,0.72000,1.360,149.85,2018-04-26,SuperWASP
4002,WASP-75 b,Transit,1.07000,1.270,260.00,2014-05-14,SuperWASP
4003,WASP-76 b,Transit,0.92000,1.830,120.00,2016-01-21,SuperWASP
4004,WASP-77 A b,Transit,2.29000,1.380,105.47,2018-04-26,SuperWASP
4005,WASP-78 b,Transit,1.11000,1.930,771.13,2018-04-26,SuperWASP
4006,WASP-79 b,Transit,0.85000,1.670,248.45,2018-04-26,SuperWASP
4007,WASP-8 b,Transit,2.54000,1.130,90.19,2018-10-26,SuperWASP
4008,WASP-8 c,Radial Velocity,9.45000,,90.19,2014-05-14,SuperWASP
4009,WASP-80 b,Transit,0.53800,0.999,49.86,2015-04-16,SuperWASP
4010,WASP-81 b,Transit,0.72900,1.429,402.96,2017-02-02,Multiple Facilities
4011,WASP-82 b,Transit,1.17000,1.620,277.84,2018-04-26,SuperWASP
4012,WASP-83 b,Transit,0.30000,1.040,300.00,2015-07-09,SuperWASP
4013,WASP-84 b,Transit,0.69400,0.942,125.00,2014-10-15,SuperWASP
4014,WASP-85 A b,Transit,1.26500,1.240,142.46,2016-07-07,K2
4015,WASP-87 b,Transit,2.18000,1.385,300.92,2019-06-27,Anglo-Australian Telescope
4016,WASP-88 b,Transit,0.42000,1.460,531.61,2018-04-26,SuperWASP
4017,WASP-89 b,Transit,5.90000,1.040,293.38,2015-07-09,SuperWASP
4018,WASP-90 b,Transit,0.63000,1.630,340.00,2016-01-21,SuperWASP
4019,WASP-91 b,Transit,1.34000,1.030,150.59,2017-08-17,SuperWASP-South
4020,WASP-92 b,Transit,0.80500,1.461,530.00,2016-09-08,SuperWASP
4021,WASP-93 b,Transit,1.47000,1.597,250.00,2016-09-08,SuperWASP
4022,WASP-94 A b,Transit,0.50000,1.580,212.46,2018-04-26,SuperWASP
4023,WASP-94 B b,Radial Velocity,0.61800,,180.00,2014-10-03,SuperWASP
4024,WASP-95 b,Transit,1.44000,1.230,138.09,2018-04-26,SuperWASP
4025,WASP-96 b,Transit,0.48000,1.200,356.02,2014-05-14,SuperWASP
4026,WASP-97 b,Transit,1.36000,1.140,151.73,2018-04-26,SuperWASP
4027,WASP-98 b,Transit,0.92200,1.144,284.05,2016-08-04,SuperWASP
4028,WASP-99 b,Transit,2.43000,1.020,159.39,2018-04-26,SuperWASP
4029,WD 0806-661 b,Imaging,7.50000,,19.20,2014-05-14,Spitzer Space Telescope
4030,WISEP J121756.91+162640.2 A b,Imaging,22.00000,0.934,10.10,2014-05-14,W. M. Keck Observatory
4031,WTS-1 b,Transit,4.01000,1.490,3200.00,2014-05-14,United Kingdom Infrared Telescope
4032,WTS-2 b,Transit,1.12000,1.363,1000.00,2015-04-24,United Kingdom Infrared Telescope
4033,Wolf 1061 b,Radial Velocity,0.00601,,4.31,2017-03-30,La Silla Observatory
4034,Wolf 1061 c,Radial Velocity,0.01073,,4.31,2017-03-30,La Silla Observatory
4035,Wolf 1061 d,Radial Velocity,0.02423,,4.31,2017-03-30,La Silla Observatory
4037,XO-1 b,Transit,0.83000,1.140,164.33,2018-04-26,XO
4038,XO-2 N b,Transit,0.56600,0.993,154.94,2019-02-14,XO
4039,XO-2 S b,Radial Velocity,0.26000,,152.06,2018-09-06,Roque de los Muchachos Observatory
4040,XO-2 S c,Radial Velocity,1.37000,,152.06,2014-07-09,Roque de los Muchachos Observatory
4041,XO-3 b,Transit,7.29000,1.410,214.31,2018-04-26,XO
4042,XO-4 b,Transit,1.42000,1.250,274.79,2018-04-26,XO
4043,XO-5 b,Transit,1.19000,1.140,278.37,2015-02-12,XO
4044,XO-6 b,Transit,4.40000,2.070,237.06,2016-12-21,XO
4045,YZ Cet b,Radial Velocity,0.00236,,3.60,2017-08-24,La Silla Observatory
4046,YZ Cet c,Radial Velocity,0.00308,,3.60,2017-08-24,La Silla Observatory
4047,YZ Cet d,Radial Velocity,0.00359,,3.60,2017-08-24,La Silla Observatory
4048,alf Ari b,Radial Velocity,1.80000,,20.21,2019-01-31,Bohyunsan Optical Astronomical Observatory
4049,alf Tau b,Radial Velocity,6.47000,,20.43,2015-06-04,Multiple Observatories
4050,bet Cnc b,Radial Velocity,7.80000,,90.54,2014-05-14,Bohyunsan Optical Astronomical Observatory
4052,bet Pic c,Radial Velocity,9.00000,,19.75,2019-08-29,La Silla Observatory
4053,bet UMi b,Radial Velocity,6.10000,,38.78,2014-05-14,Bohyunsan Optical Astronomical Observatory
4054,eps CrB b,Radial Velocity,6.70000,,69.98,2015-09-10,Bohyunsan Optical Astronomical Observatory
4055,eps Eri b,Radial Velocity,1.55000,,3.21,2015-09-03,Multiple Observatories
4056,eps Ind A b,Radial Velocity,3.25000,,3.64,2019-10-24,La Silla Observatory
4057,eps Tau b,Radial Velocity,7.60000,,49.23,2019-01-31,Okayama Astrophysical Observatory
4058,gam 1 Leo b,Radial Velocity,8.78000,,38.52,2019-01-31,Bohyunsan Optical Astronomical Observatory
4059,gam Cep b,Radial Velocity,1.85000,,13.54,2014-08-27,Multiple Observatories
4060,gam Lib b,Radial Velocity,1.02000,,47.43,2018-04-26,Okayama Astrophysical Observatory
4061,gam Lib c,Radial Velocity,4.58000,,47.43,2018-04-26,Okayama Astrophysical Observatory
4062,iot Dra b,Radial Velocity,8.82000,,31.67,2014-07-23,Lick Observatory
4063,kap And b,Imaging,13.61600,,50.06,2014-05-14,Subaru Telescope
4064,kap CrB b,Radial Velocity,1.81100,,30.09,2018-12-06,Lick Observatory
4065,mu Leo b,Radial Velocity,2.40000,,32.63,2014-05-14,Bohyunsan Optical Astronomical Observatory
4066,nu Oph b,Radial Velocity,22.20600,,46.20,2019-09-26,Okayama Astrophysical Observatory
4067,nu Oph c,Radial Velocity,24.66200,,46.20,2019-09-26,Okayama Astrophysical Observatory
4068,ome Ser b,Radial Velocity,1.70000,,76.91,2014-05-14,Okayama Astrophysical Observatory
4069,omi CrB b,Radial Velocity,1.50000,,84.99,2015-09-03,Okayama Astrophysical Observatory
4070,omi UMa b,Radial Velocity,4.10000,,60.50,2015-09-03,Okayama Astrophysical Observatory
4071,pi Men c,Transit,0.01517,0.182,18.28,2018-11-15,Transiting Exoplanet Survey Satellite (TESS)
4072,psi 1 Dra B b,Radial Velocity,1.53000,,22.16,2015-12-17,McDonald Observatory
4073,rho CrB b,Radial Velocity,1.04490,,17.48,2016-10-27,Fred Lawrence Whipple Observatory
4074,rho CrB c,Radial Velocity,0.07866,,17.48,2016-10-27,Multiple Observatories
4075,tau Boo b,Radial Velocity,4.32000,,15.66,2015-04-16,Roque de los Muchachos Observatory
4076,tau Cet e,Radial Velocity,0.01237,,3.60,2017-08-17,Multiple Observatories
4077,tau Cet f,Radial Velocity,0.01237,,3.60,2017-08-17,Multiple Observatories
4078,tau Cet g,Radial Velocity,0.00551,,3.60,2017-08-17,Multiple Observatories
4079,tau Cet h,Radial Velocity,0.00576,,3.60,2017-08-17,Multiple Observatories
4080,tau Gem b,Radial Velocity,20.60000,,112.64,2014-05-14,Lick Observatory
4081,ups And b,Radial Velocity,0.68760,,13.41,2019-01-31,Lick Observatory
4082,ups And c,Radial Velocity,1.98100,,13.41,2019-01-31,Multiple Observatories
4083,ups And d,Radial Velocity,4.13200,,13.41,2019-01-31,Multiple Observatories
4084,xi Aql b,Radial Velocity,2.80000,,56.27,2014-05-14,Okayama Astrophysical Observatory
